Student_ID,Full_Name,Gender,DOB,Phone,Program,Level,Intake_Year,Email
RPM20250019,Marie Tuyisenge,Male,2006-11-14,0786936425,Mechanical Engineering,Level 5,2025,marie.tuyisenge@rp.ac.rw
RPM20250020,benjamin nshimiyimana,Female,2002-11-01,0794910830,Mechanical Engineering,Level 5,2025,benjamin.nshimiyimana@rp.ac.rw
RPM20240021,Beatrice Mugisha,M,2002-06-18,0787022422,Mechanical Engineering,L6,2024,beatrice.mugisha@rp.ac.rw
RPM20240022,david mutabazi,,2006-09-14,0781045762,Civil Engineering,L5,2024,david.mutabazi@rp.ac.rw
RPM20250023,Emmanuel Niyonzima,f,2000-03-02,0795613419,Computer Science,L4,2025,emmanuel.niyonzima@rp.ac.rw
RPM20250024,David Niyonzima,m,1998-08-10,0795882261,Software Engineering,L6,2025,david.niyonzima@rp.ac.rw
RPM20250025,Alice Tuyisenge,,2002-03-28,0739202512,Civil Engineering,Level 6,2025,alice.tuyisenge@rp.ac.rw
RPM20250026,David Habimana,,2001-04-04,,SOFTWARE ENGINEERING,L4,2025,david.habimana@rp.ac.rw
RPM20250027,Francine Iradukunda,,2003-06-07,,Software Engineering,L6,2025,francine.iradukunda@rp.ac.rw
RPM20240028,  Francine Iradukunda  ,f,2006-01-20,0788799347,Electronics,L6,2024,..francine.iradukunda..@rp.ac.rw
RPM20220029,Diane Mukamana,f,,0725696419,Information Technology,L5,2022,diane.mukamana@rp.ac.rw
RPM20240030,Eric Niyonzima,,2006-11-02,0729469760,Software Engineering,Level 4,2024,eric.niyonzima@rp.ac.rw
RPM20240031,  Samuel Uwase  ,Male,,0783993977,Mechanical Engineering,Level 6,2024,..samuel.uwase..@rp.ac.rw
RPM20230032,Claude Uwase,f,1998-01-17,0783791633,Information Technology,Level 4,2023,claude.uwase@rp.ac.rw
RPM20250033,Francine Uwase,f,,0781618489,MECHANICAL ENGINEERING,L4,2025,francine.uwase@rp.ac.rw
RPM20250034,Claude Mukamana,M,2005-10-03,0788607712,Electronics,L6,2025,claude.mukamana@rp.ac.rw
RPM20240035,  Eric Gasana  ,Male,,0795476870,Computer Science,Level 5,2024,..eric.gasana..@rp.ac.rw
RPM20230036,Sarah Kamanzi,Female,1998-12-09,0791310923,Software Engineering,Level 4,2023,sarah.kamanzi@rp.ac.rw
RPM20240037,Diane Uwase,,2004-01-22,0781688258,Information Technology,L4,2024,diane.uwase@rp.ac.rw
RPM20240038,David Uwase,,2004-12-01,0732299780,Electronics,L5,2024,david.uwase@rp.ac.rw
RPM20230039,Grace Uwamahoro,m,2000-08-17,0788859367,Software Engineering,Level 4,2023,grace.uwamahoro@rp.ac.rw
RPM20250040,samuel ntawukuriryayo,M,,,Software Engineering,L4,2025,samuel.ntawukuriryayo@rp.ac.rw
RPM20220041,Patrick Niyibizi,Female,2006-10-07,0735910211,Mechanical Engineering,L5,2022,patrick.niyibizi@rp.ac.rw
RPM20240042,Grace Mutabazi,,1999-12-01,0793744810,Civil Engineering,L6,2024,grace.mutabazi@rp.ac.rw
RPM20250043,Emmanuel Uwamahoro,f,2003-09-12,0798313368,Information Technology,L4,2025,emmanuel.uwamahoro@rp.ac.rw
RPM20240044,Marie Uwamahoro,M,1998-05-14,0787066403,Mechanical Engineering,Level 5,2024,marie.uwamahoro@rp.ac.rw
RPM20250045,PATRICK MUTABAZI,,1998-11-04,0726599770,Civil Engineering,Level 6,2025,patrick.mutabazi@rp.ac.rw
RPM20220046,Eric Iradukunda,Male,2004-11-21,0737267666,Software Engineering,Level 4,2022,eric.iradukunda@rp.ac.rw
RPM20230047,Benjamin Niyibizi,m,2002-04-04,0783490978,Information Technology,Level 5,2023,benjamin.niyibizi@rp.ac.rw
RPM20250048,Jean Mutabazi,Female,2000-03-15,0789132737,Civil Engineering,L5,2025,jean.mutabazi@rp.ac.rw
RPM20240049,David Ntawukuriryayo,,2001-02-15,,Software Engineering,L6,2024,david.ntawukuriryayo@rp.ac.rw
RPM20240050,GRACE GASANA,F,1998-07-03,0731265381,Information Technology,Level 6,2024,grace.gasana@rp.ac.rw
RPM20220051,Marie Mugisha,m,1998-02-06,0782129412,Mechanical Engineering,Level 4,2022,marie.mugisha@rp.ac.rw
RPM20220052,Beatrice Mutabazi,m,2003-12-25,0731499865,Electronics,Level 5,2022,beatrice.mutabazi@rp.ac.rw
RPM20220053,Francine Mukamana,M,1999-10-23,0737211978,Software Engineering,Level 4,2022,francine.mukamana@rp.ac.rw
RPM20230054,Francine Nshimiyimana,Male,2006-03-11,0796239077,Mechanical Engineering,L6,2023,francine.nshimiyimana@rp.ac.rw
RPM20250055,Patrick Mukamana,Male,2004-02-24,0732785424,Information Technology,L6,2025,patrick.mukamana@rp.ac.rw
RPM20220056,kevine mugisha,,2002-05-16,0795987242,Computer Science,Level 4,2022,kevine.mugisha@rp.ac.rw
RPM20250057,Marie Ntawukuriryayo,,2004-07-01,0787176234,Mechanical Engineering,L4,2025,marie.ntawukuriryayo@rp.ac.rw
RPM20230058,Sarah Habimana,Male,1999-01-14,0735030927,Civil Engineering,L5,2023,sarah.habimana@rp.ac.rw
RPM20250059,Diane Mukamana,Male,2000-01-17,0794841878,Electronics,Level 6,2025,diane.mukamana@rp.ac.rw
RPM20230060,  Claude Kamanzi  ,M,2000-01-27,0736197394,Electronics,L6,2023,..claude.kamanzi..@rp.ac.rw
RPM20230061,  BEATRICE NSHIMIYIMANA  ,,2004-12-10,0727114430,Civil Engineering,L4,2023,..beatrice.nshimiyimana..@rp.ac.rw
RPM20240062,Grace Iradukunda,M,2000-07-17,0783183141,Information Technology,L6,2024,grace.iradukunda@rp.ac.rw
RPM20230063,Patrick Mugisha,,1999-11-26,0794120249,Electronics,L4,2023,patrick.mugisha@rp.ac.rw
RPM20250064,Alice Habimana,f,1999-04-25,0734574286,Computer Science,L5,2025,alice.habimana@rp.ac.rw
RPM20230065,Francine Ntawukuriryayo,m,1999-06-27,0795899245,Information Technology,L5,2023,francine.ntawukuriryayo@rp.ac.rw
RPM20220066,Benjamin Mugisha,F,2004-09-11,0733462786,Information Technology,Level 4,2022,benjamin.mugisha@rp.ac.rw
RPM20230067,  Aline Gasana  ,M,2004-06-11,0738165393,Information Technology,L4,2023,..aline.gasana..@rp.ac.rw
RPM20220068,Sarah Gasana,,2005-07-23,0728147348,Computer Science,Level 5,2022,sarah.gasana@rp.ac.rw
RPM20220069,  Francine Mukamana  ,,2000-11-12,,Software Engineering,L6,2022,..francine.mukamana..@rp.ac.rw
RPM20220070,Joseph Uwamahoro,F,2005-07-05,0788191769,Civil Engineering,Level 4,2022,joseph.uwamahoro@rp.ac.rw
RPM20220071,Jean Iradukunda,,1999-12-03,0792153582,Civil Engineering,Level 5,2022,jean.iradukunda@rp.ac.rw
RPM20230072,Joseph Habimana,f,2006-08-03,0798678784,INFORMATION TECHNOLOGY,Level 4,2023,joseph.habimana@rp.ac.rw
RPM20250073,Diane Iradukunda,,2003-04-27,0788616885,Software Engineering,L5,2025,diane.iradukunda@rp.ac.rw
RPM20220074,Marie Habimana,M,2002-04-15,,Mechanical Engineering,Level 4,2022,marie.habimana@rp.ac.rw
RPM20250075,JEAN IRADUKUNDA,F,2001-01-01,0736100886,Civil Engineering,L5,2025,jean.iradukunda@rp.ac.rw
RPM20250076,Samuel Habimana,F,2002-10-05,0734867075,Computer Science,L6,2025,samuel.habimana@rp.ac.rw
RPM20230077,Joseph Niyonzima,f,2002-01-23,0737020447,Electronics,Level 4,2023,joseph.niyonzima@rp.ac.rw
RPM20240078,Marie Kamanzi,Female,1999-12-07,0795570072,Electronics,Level 6,2024,marie.kamanzi@rp.ac.rw
RPM20250079,David Tuyisenge,M,2002-12-16,0724630305,INFORMATION TECHNOLOGY,Level 6,2025,david.tuyisenge@rp.ac.rw
RPM20230080,JOSEPH UWASE,,1999-09-14,0734675273,Mechanical Engineering,L5,2023,joseph.uwase@rp.ac.rw
RPM20250081,Grace Uwamahoro,F,2003-08-01,0782112012,Civil Engineering,Level 5,2025,grace.uwamahoro@rp.ac.rw
RPM20230082,Sarah Mugisha,,2001-08-20,0787508242,INFORMATION TECHNOLOGY,L4,2023,sarah.mugisha@rp.ac.rw
RPM20240083,Beatrice Tuyisenge,,2003-10-27,0733507003,INFORMATION TECHNOLOGY,Level 5,2024,beatrice.tuyisenge@rp.ac.rw
RPM20250084,Joseph Mukamana,Male,2000-10-17,0721131096,Civil Engineering,Level 4,2025,joseph.mukamana@rp.ac.rw
RPM20230085,Beatrice Iradukunda,Male,2003-10-28,0784857733,Computer Science,Level 4,2023,beatrice.iradukunda@rp.ac.rw
RPM20230086,Joseph Niyonzima,Male,2004-11-26,0795270849,Mechanical Engineering,L6,2023,joseph.niyonzima@rp.ac.rw
RPM20230087,FRANCINE IRADUKUNDA,,2005-09-24,0734202425,Civil Engineering,Level 5,2023,francine.iradukunda@rp.ac.rw
RPM20240088,Francine Uwase,Male,2006-12-08,0794681903,Electronics,L5,2024,francine.uwase@rp.ac.rw
RPM20230089,  Beatrice Gasana  ,Female,2001-10-12,0795975515,Civil Engineering,L4,2023,..beatrice.gasana..@rp.ac.rw
RPM20230090,BENJAMIN MUGISHA,,2005-01-21,0727698397,Mechanical Engineering,L5,2023,benjamin.mugisha@rp.ac.rw
RPM20230091,Patrick Uwamahoro,Male,2006-11-05,,Information Technology,L5,2023,patrick.uwamahoro@rp.ac.rw
RPM20230092,Alice Nshimiyimana,F,1998-11-20,,Mechanical Engineering,L6,2023,alice.nshimiyimana@rp.ac.rw
RPM20250093,Kevine Niyonzima,M,2006-07-17,0791308437,MECHANICAL ENGINEERING,Level 4,2025,kevine.niyonzima@rp.ac.rw
RPM20240094,Marie Niyibizi,,2001-04-07,0797273618,Information Technology,Level 5,2024,marie.niyibizi@rp.ac.rw
RPM20220095,Jean Iradukunda,,1999-04-05,0791777528,Electronics,Level 5,2022,jean.iradukunda@rp.ac.rw
RPM20250096,Aline Iradukunda,,2005-04-13,0788029781,Computer Science,Level 4,2025,aline.iradukunda@rp.ac.rw
RPM20240097,Samuel Tuyisenge,f,1998-10-13,0783562155,Computer Science,L6,2024,samuel.tuyisenge@rp.ac.rw
RPM20250098,David Niyonzima,,2000-05-06,0782306216,Software Engineering,L6,2025,david.niyonzima@rp.ac.rw
RPM20220099,Jean Iradukunda,,1998-07-15,0781606603,Information Technology,Level 5,2022,jean.iradukunda@rp.ac.rw
RPM20250100,Sarah Niyibizi,,2006-01-09,0731437127,Computer Science,Level 5,2025,sarah.niyibizi@rp.ac.rw
RPM20240101,Benjamin Niyibizi,m,1999-04-17,0731983000,Electronics,Level 6,2024,benjamin.niyibizi@rp.ac.rw
RPM20220102,David Mutabazi,,1999-11-20,0727156940,Software Engineering,L6,2022,david.mutabazi@rp.ac.rw
RPM20230103,Alice Niyibizi,Female,2003-10-13,0795089719,Information Technology,Level 6,2023,alice.niyibizi@rp.ac.rw
RPM20230104,Samuel Uwamahoro,,,0727582557,Computer Science,Level 4,2023,samuel.uwamahoro@rp.ac.rw
RPM20250105,Samuel Tuyisenge,Female,1999-12-24,0785135186,Computer Science,Level 5,2025,samuel.tuyisenge@rp.ac.rw
RPM20220106,Patrick Uwase,Female,2001-02-02,0782285625,Electronics,L6,2022,patrick.uwase@rp.ac.rw
RPM20250107,Emmanuel Tuyisenge,Male,2000-05-13,0723501000,Software Engineering,Level 6,2025,emmanuel.tuyisenge@rp.ac.rw
RPM20250108,Diane Ntawukuriryayo,Male,2006-04-11,0736422051,Computer Science,Level 4,2025,diane.ntawukuriryayo@rp.ac.rw
RPM20220109,Aline Kamanzi,F,1998-01-15,0786001691,Civil Engineering,Level 5,2022,aline.kamanzi@rp.ac.rw
RPM20240110,david gasana,M,2005-02-06,0732964658,Software Engineering,L6,2024,david.gasana@rp.ac.rw
RPM20230111,Jean Kamanzi,M,2004-08-28,0721971329,Information Technology,Level 5,2023,jean.kamanzi@rp.ac.rw
RPM20240112,David Ntawukuriryayo,m,2006-06-18,0722943434,SOFTWARE ENGINEERING,L4,2024,david.ntawukuriryayo@rp.ac.rw
RPM20230113,Emmanuel Uwamahoro,M,2002-02-22,0785589264,Civil Engineering,Level 5,2023,emmanuel.uwamahoro@rp.ac.rw
RPM20230114,David Uwamahoro,m,2006-11-06,0732145598,Electronics,L6,2023,david.uwamahoro@rp.ac.rw
RPM20240115,ALICE HABIMANA,F,,0733284270,MECHANICAL ENGINEERING,Level 6,2024,alice.habimana@rp.ac.rw
RPM20250116,  Marie Uwamahoro  ,F,1998-02-15,0721359730,Information Technology,Level 6,2025,..marie.uwamahoro..@rp.ac.rw
RPM20220117,SARAH GASANA,F,1999-06-05,0734732979,Electronics,Level 4,2022,sarah.gasana@rp.ac.rw
RPM20250118,Beatrice Kamanzi,M,2000-03-10,0782201224,Civil Engineering,L4,2025,beatrice.kamanzi@rp.ac.rw
RPM20240119,Claude Niyonzima,Female,2006-09-10,0731358238,Software Engineering,Level 6,2024,claude.niyonzima@rp.ac.rw
RPM20230120,diane uwase,F,2004-07-09,0732454024,Information Technology,L6,2023,diane.uwase@rp.ac.rw
RPM20230121,FRANCINE TUYISENGE,,1998-01-18,0723159876,Information Technology,Level 5,2023,francine.tuyisenge@rp.ac.rw
RPM20250122,Beatrice Mugisha,,1999-05-26,0781657624,Information Technology,L4,2025,beatrice.mugisha@rp.ac.rw
RPM20250123,Emmanuel Habimana,Male,2006-06-06,0735173011,INFORMATION TECHNOLOGY,L4,2025,emmanuel.habimana@rp.ac.rw
RPM20230124,kevine niyibizi,M,1998-03-23,0728363116,Civil Engineering,L6,2023,kevine.niyibizi@rp.ac.rw
RPM20240125,Joseph Niyonzima,F,2002-05-17,0721563913,Software Engineering,L5,2024,joseph.niyonzima@rp.ac.rw
RPM20240126,Patrick Tuyisenge,Female,2000-12-20,0739452854,Electronics,Level 5,2024,patrick.tuyisenge@rp.ac.rw
RPM20240127,Kevine Mutabazi,f,1998-01-12,0783750719,Mechanical Engineering,L6,2024,kevine.mutabazi@rp.ac.rw
RPM20230128,Marie Ntawukuriryayo,Female,2005-04-27,0739169019,Information Technology,L6,2023,marie.ntawukuriryayo@rp.ac.rw
RPM20220129,Alice Habimana,Male,2003-04-03,0789943847,Information Technology,L4,2022,alice.habimana@rp.ac.rw
RPM20240130,Sarah Kamanzi,f,2003-11-25,0733043323,Information Technology,Level 5,2024,sarah.kamanzi@rp.ac.rw
RPM20250131,Alice Uwase,Female,,0785224815,Mechanical Engineering,Level 5,2025,alice.uwase@rp.ac.rw
RPM20220132,Grace Nshimiyimana,,2004-03-22,0721291134,Mechanical Engineering,L4,2022,grace.nshimiyimana@rp.ac.rw
RPM20230133,beatrice iradukunda,,2001-07-07,0789782215,Civil Engineering,Level 5,2023,beatrice.iradukunda@rp.ac.rw
RPM20250134,Beatrice Uwamahoro,,2001-09-22,,Computer Science,Level 6,2025,beatrice.uwamahoro@rp.ac.rw
RPM20250135,Marie Tuyisenge,f,2004-11-05,0731019511,Mechanical Engineering,Level 4,2025,marie.tuyisenge@rp.ac.rw
RPM20230136,Diane Nshimiyimana,M,2004-06-14,0789351445,Computer Science,L6,2023,diane.nshimiyimana@rp.ac.rw
RPM20240137,Jean Uwamahoro,Male,1999-09-25,0799881404,Mechanical Engineering,L6,2024,jean.uwamahoro@rp.ac.rw
RPM20240138,Francine Kamanzi,F,1999-06-04,0794113583,Civil Engineering,L6,2024,francine.kamanzi@rp.ac.rw
RPM20240139,Joseph Mugisha,,1999-07-07,,Mechanical Engineering,Level 6,2024,joseph.mugisha@rp.ac.rw
RPM20250140,BEATRICE HABIMANA,F,2006-06-13,0786996017,Civil Engineering,Level 5,2025,beatrice.habimana@rp.ac.rw
RPM20230141,Francine Mutabazi,f,2000-02-02,0781929468,Mechanical Engineering,L5,2023,francine.mutabazi@rp.ac.rw
RPM20240142,Jean Uwamahoro,Male,,0782840627,SOFTWARE ENGINEERING,Level 6,2024,jean.uwamahoro@rp.ac.rw
RPM20250143,Samuel Kamanzi,,2004-11-14,0785900908,Electronics,Level 6,2025,samuel.kamanzi@rp.ac.rw
RPM20220144,Kevine Habimana,f,,0783779648,ELECTRONICS,L5,2022,kevine.habimana@rp.ac.rw
RPM20230145,Kevine Mutabazi,f,2000-05-19,0782391489,Electronics,Level 5,2023,kevine.mutabazi@rp.ac.rw
RPM20220146,Marie Tuyisenge,,2004-05-24,0727284125,Computer Science,Level 6,2022,marie.tuyisenge@rp.ac.rw
RPM20240147,Grace Iradukunda,F,2000-03-14,0788341888,Information Technology,L5,2024,grace.iradukunda@rp.ac.rw
RPM20240148,Claude Nshimiyimana,,1999-04-12,0796353974,Mechanical Engineering,Level 5,2024,claude.nshimiyimana@rp.ac.rw
RPM20240149,Emmanuel Mutabazi,f,2002-05-05,0724409906,Civil Engineering,Level 5,2024,emmanuel.mutabazi@rp.ac.rw
RPM20230150,Jean Uwase,M,2006-11-08,0783710429,Information Technology,Level 5,2023,jean.uwase@rp.ac.rw
RPM20240151,David Kamanzi,,1999-02-10,,Mechanical Engineering,Level 4,2024,david.kamanzi@rp.ac.rw
RPM20220152,Eric Niyonzima,F,2002-06-20,0727797267,Information Technology,L6,2022,eric.niyonzima@rp.ac.rw
RPM20250153,Jean Mugisha,,2005-03-27,0797167750,Electronics,Level 5,2025,jean.mugisha@rp.ac.rw
RPM20240154,Emmanuel Uwamahoro,Male,1998-03-06,0738942314,Software Engineering,Level 5,2024,emmanuel.uwamahoro@rp.ac.rw
RPM20240155,Emmanuel Uwase,f,2003-04-26,0797693609,Software Engineering,L5,2024,emmanuel.uwase@rp.ac.rw
RPM20240156,Sarah Uwamahoro,F,2002-12-05,0725596415,Software Engineering,L6,2024,sarah.uwamahoro@rp.ac.rw
RPM20250157,  Marie Kamanzi  ,Male,2004-05-17,0721989109,Mechanical Engineering,Level 4,2025,..marie.kamanzi..@rp.ac.rw
RPM20220158,  Kevine Mugisha  ,Male,2000-04-25,0723198370,Mechanical Engineering,L5,2022,..kevine.mugisha..@rp.ac.rw
RPM20220159,Kevine Ntawukuriryayo,Male,2006-11-09,0724606410,Electronics,Level 6,2022,kevine.ntawukuriryayo@rp.ac.rw
RPM20240160,Jean Niyonzima,Female,2004-08-18,0728551667,Electronics,L4,2024,jean.niyonzima@rp.ac.rw
RPM20250161,Aline Mutabazi,,2006-10-11,0782744246,Civil Engineering,L6,2025,aline.mutabazi@rp.ac.rw
RPM20240162,Eric Ntawukuriryayo,M,2005-06-15,0729054631,Information Technology,L5,2024,eric.ntawukuriryayo@rp.ac.rw
RPM20220163,Claude Gasana,F,2005-12-01,0785205052,Software Engineering,Level 5,2022,claude.gasana@rp.ac.rw
RPM20220164,Claude Tuyisenge,f,2001-07-15,0794015624,Computer Science,L4,2022,claude.tuyisenge@rp.ac.rw
RPM20240165,Alice Habimana,,2003-08-28,0726654513,ELECTRONICS,L6,2024,alice.habimana@rp.ac.rw
RPM20220166,David Mutabazi,F,2005-07-15,0727274260,Civil Engineering,Level 6,2022,david.mutabazi@rp.ac.rw
RPM20220167,JOSEPH KAMANZI,,1998-10-01,0786913105,Electronics,Level 6,2022,joseph.kamanzi@rp.ac.rw
RPM20240168,  Beatrice Uwamahoro  ,F,2006-12-25,,Information Technology,L4,2024,..beatrice.uwamahoro..@rp.ac.rw
RPM20220169,Sarah Ntawukuriryayo,m,2000-04-16,0733020791,Computer Science,Level 4,2022,sarah.ntawukuriryayo@rp.ac.rw
RPM20220170,Samuel Gasana,Male,2001-08-07,0792729412,Computer Science,L4,2022,samuel.gasana@rp.ac.rw
RPM20230171,Patrick Gasana,Female,,0795531606,Mechanical Engineering,Level 6,2023,patrick.gasana@rp.ac.rw
RPM20230172,Claude Gasana,,2006-06-09,0739251670,CIVIL ENGINEERING,L5,2023,claude.gasana@rp.ac.rw
RPM20250173,Aline Nshimiyimana,M,2000-06-23,0785998692,Software Engineering,Level 5,2025,aline.nshimiyimana@rp.ac.rw
RPM20250174,eric mugisha,,2002-01-28,0783262045,Software Engineering,L6,2025,eric.mugisha@rp.ac.rw
RPM20230175,Sarah Ntawukuriryayo,Male,1998-05-24,0783279820,Software Engineering,L5,2023,sarah.ntawukuriryayo@rp.ac.rw
RPM20240176,Samuel Mugisha,f,1999-09-10,0788745416,Mechanical Engineering,L6,2024,samuel.mugisha@rp.ac.rw
RPM20230177,  Emmanuel Iradukunda  ,f,1998-03-22,0793377937,Civil Engineering,L4,2023,..emmanuel.iradukunda..@rp.ac.rw
RPM20250178,Beatrice Niyonzima,M,2000-01-12,0782060853,Civil Engineering,L5,2025,beatrice.niyonzima@rp.ac.rw
RPM20230179,CLAUDE GASANA,m,2003-09-26,0723070891,Civil Engineering,L5,2023,claude.gasana@rp.ac.rw
RPM20220180,Aline Niyibizi,,1999-06-27,0782219874,Computer Science,L5,2022,aline.niyibizi@rp.ac.rw
RPM20240181,Samuel Mutabazi,M,2000-04-02,,Software Engineering,L6,2024,samuel.mutabazi@rp.ac.rw
RPM20250182,Kevine Mutabazi,Female,1999-05-05,0781788429,Computer Science,L4,2025,kevine.mutabazi@rp.ac.rw
RPM20220183,Claude Uwase,m,2004-03-27,0798122151,Computer Science,L6,2022,claude.uwase@rp.ac.rw
RPM20250184,Joseph Gasana,f,2006-10-07,0739638914,Mechanical Engineering,Level 6,2025,joseph.gasana@rp.ac.rw
RPM20230185,Patrick Kamanzi,f,2002-04-23,,Information Technology,Level 5,2023,patrick.kamanzi@rp.ac.rw
RPM20230186,Emmanuel Iradukunda,M,2004-07-28,0734360469,Electronics,Level 6,2023,emmanuel.iradukunda@rp.ac.rw
RPM20220187,Alice Ntawukuriryayo,Female,2003-11-22,0795651643,Software Engineering,L6,2022,alice.ntawukuriryayo@rp.ac.rw
RPM20230188,Eric Ntawukuriryayo,Male,,0738180227,Mechanical Engineering,L4,2023,eric.ntawukuriryayo@rp.ac.rw
RPM20230189,Grace Niyibizi,M,2002-02-04,0729597541,Information Technology,L5,2023,grace.niyibizi@rp.ac.rw
RPM20250190,Samuel Mukamana,M,2005-11-27,0734090196,Electronics,Level 6,2025,samuel.mukamana@rp.ac.rw
RPM20240191,  Kevine Habimana  ,f,1999-01-16,0782933932,Electronics,L5,2024,..kevine.habimana..@rp.ac.rw
RPM20220192,Benjamin Niyonzima,m,2002-03-14,0735846622,Information Technology,Level 6,2022,benjamin.niyonzima@rp.ac.rw
RPM20250193,Aline Uwamahoro,Male,2001-12-14,0736938060,Civil Engineering,Level 4,2025,aline.uwamahoro@rp.ac.rw
RPM20230194,  Patrick Tuyisenge  ,F,2002-11-24,0789300505,Electronics,L6,2023,..patrick.tuyisenge..@rp.ac.rw
RPM20220195,  Beatrice Iradukunda  ,F,2005-12-15,0781065964,Electronics,L5,2022,..beatrice.iradukunda..@rp.ac.rw
RPM20240196,Eric Niyonzima,m,2002-04-09,0733696713,Electronics,L5,2024,eric.niyonzima@rp.ac.rw
RPM20240197,Emmanuel Niyonzima,,1999-08-03,0732485396,Electronics,L4,2024,emmanuel.niyonzima@rp.ac.rw
RPM20250198,DAVID HABIMANA,M,,0784483668,Civil Engineering,L4,2025,david.habimana@rp.ac.rw
RPM20220199,samuel iradukunda,M,,0787710455,Computer Science,Level 5,2022,samuel.iradukunda@rp.ac.rw
RPM20220200,Sarah Mukamana,F,2004-05-14,,Software Engineering,Level 4,2022,sarah.mukamana@rp.ac.rw
RPM20250201,Francine Niyibizi,M,2001-07-12,0725568606,Civil Engineering,Level 6,2025,francine.niyibizi@rp.ac.rw
RPM20220202,Alice Iradukunda,Female,2001-08-26,,Electronics,L4,2022,alice.iradukunda@rp.ac.rw
RPM20250203,David Gasana,Male,2006-05-19,0729719393,Civil Engineering,Level 5,2025,david.gasana@rp.ac.rw
RPM20230204,  Emmanuel Nshimiyimana  ,M,,0726679033,Mechanical Engineering,L5,2023,..emmanuel.nshimiyimana..@rp.ac.rw
RPM20250205,  Jean Kamanzi  ,Female,2001-06-02,0736104994,Software Engineering,Level 6,2025,..jean.kamanzi..@rp.ac.rw
RPM20250206,claude mukamana,,1999-11-18,0787803381,Information Technology,Level 4,2025,claude.mukamana@rp.ac.rw
RPM20230207,Diane Iradukunda,,2000-05-25,0799894323,Mechanical Engineering,Level 4,2023,diane.iradukunda@rp.ac.rw
RPM20250208,Marie Nshimiyimana,Male,1998-03-15,0793062401,Software Engineering,L5,2025,marie.nshimiyimana@rp.ac.rw
RPM20240209,Eric Kamanzi,Female,2003-04-04,0799893435,Information Technology,Level 4,2024,eric.kamanzi@rp.ac.rw
RPM20230210,Beatrice Tuyisenge,F,2006-10-13,0731784913,Electronics,Level 6,2023,beatrice.tuyisenge@rp.ac.rw
RPM20240211,Emmanuel Mutabazi,F,2003-05-20,0736783104,Computer Science,L5,2024,emmanuel.mutabazi@rp.ac.rw
RPM20240212,grace niyibizi,M,2006-10-11,0727568617,INFORMATION TECHNOLOGY,Level 4,2024,grace.niyibizi@rp.ac.rw
RPM20230213,Benjamin Nshimiyimana,M,1999-11-08,0791840273,Mechanical Engineering,Level 4,2023,benjamin.nshimiyimana@rp.ac.rw
RPM20250214,CLAUDE KAMANZI,F,2005-12-26,0723052907,Civil Engineering,Level 4,2025,claude.kamanzi@rp.ac.rw
RPM20250215,Patrick Tuyisenge,f,2003-01-11,0797756862,Civil Engineering,Level 5,2025,patrick.tuyisenge@rp.ac.rw
