Student_ID,Full_Name,Gender,DOB,Phone,Program,Level,Intake_Year,Email
RPK20230023,Benjamin Mukamana,M,1998-03-27,0721436147,Mechanical Engineering,L6,2023,benjamin.mukamana@rp.ac.rw
RPK20230024,benjamin ntawukuriryayo,F,2002-06-11,0727388201,Mechanical Engineering,L5,2023,benjamin.ntawukuriryayo@rp.ac.rw
RPK20250025,Joseph Mutabazi,,1998-05-20,0722516011,Mechanical Engineering,L4,2025,joseph.mutabazi@rp.ac.rw
RPK20230026,Francine Iradukunda,m,2004-11-20,0788352200,Software Engineering,L4,2023,francine.iradukunda@rp.ac.rw
RPK20230027,Emmanuel Niyibizi,f,2004-06-10,0724446731,Software Engineering,Level 5,2023,emmanuel.niyibizi@rp.ac.rw
RPK20250028,Emmanuel Mutabazi,Male,1999-12-23,,Electronics,L6,2025,emmanuel.mutabazi@rp.ac.rw
RPK20230029,Diane Uwase,,2002-11-04,0738189592,Computer Science,Level 4,2023,diane.uwase@rp.ac.rw
RPK20220030,Grace Tuyisenge,Male,2002-02-21,0787273930,Mechanical Engineering,L5,2022,grace.tuyisenge@rp.ac.rw
RPK20250031,  Alice Nshimiyimana  ,m,1998-11-04,0793041349,Electronics,Level 4,2025,..alice.nshimiyimana..@rp.ac.rw
RPK20220032,Aline Uwamahoro,F,2006-10-01,0731331238,Software Engineering,L4,2022,aline.uwamahoro@rp.ac.rw
RPK20240033,Grace Tuyisenge,,1998-05-12,0738341792,Computer Science,L6,2024,grace.tuyisenge@rp.ac.rw
RPK20220034,Joseph Uwase,F,2003-10-04,,Mechanical Engineering,Level 6,2022,joseph.uwase@rp.ac.rw
RPK20220035,Jean Nshimiyimana,Male,2003-08-27,0736534983,Information Technology,Level 4,2022,jean.nshimiyimana@rp.ac.rw
RPK20240036,Claude Kamanzi,f,2000-09-25,0793833953,Information Technology,L5,2024,claude.kamanzi@rp.ac.rw
RPK20250037,joseph gasana,,2001-07-17,0739277026,Mechanical Engineering,L5,2025,joseph.gasana@rp.ac.rw
RPK20240038,Grace Mugisha,Female,1998-02-02,0728103834,Information Technology,Level 4,2024,grace.mugisha@rp.ac.rw
RPK20220039,Joseph Niyonzima,f,1999-03-15,,COMPUTER SCIENCE,L6,2022,joseph.niyonzima@rp.ac.rw
RPK20220040,David Mukamana,Female,2001-08-17,0735940122,Computer Science,Level 4,2022,david.mukamana@rp.ac.rw
RPK20220041,DIANE MUTABAZI,,2004-07-25,0729338701,Civil Engineering,L4,2022,diane.mutabazi@rp.ac.rw
RPK20250042,Sarah Mukamana,F,,0798965903,Software Engineering,Level 4,2025,sarah.mukamana@rp.ac.rw
RPK20250043,  Benjamin Niyonzima  ,M,2005-04-12,0739450326,Information Technology,Level 4,2025,..benjamin.niyonzima..@rp.ac.rw
RPK20220044,Jean Mugisha,,1999-04-27,0723732784,Computer Science,L5,2022,jean.mugisha@rp.ac.rw
RPK20230045,Joseph Iradukunda,F,2006-04-23,,Information Technology,Level 6,2023,joseph.iradukunda@rp.ac.rw
RPK20220046,Francine Ntawukuriryayo,m,2001-01-19,0784150318,Software Engineering,L4,2022,francine.ntawukuriryayo@rp.ac.rw
RPK20220047,Emmanuel Iradukunda,F,2006-02-06,,Civil Engineering,Level 5,2022,emmanuel.iradukunda@rp.ac.rw
RPK20240048,  Marie Uwase  ,,2006-06-01,0787014692,INFORMATION TECHNOLOGY,L6,2024,..marie.uwase..@rp.ac.rw
RPK20230049,Beatrice Mutabazi,,2005-06-23,0734751366,Civil Engineering,L6,2023,beatrice.mutabazi@rp.ac.rw
RPK20250050,Emmanuel Mutabazi,,2003-06-11,0785308412,Computer Science,L6,2025,emmanuel.mutabazi@rp.ac.rw
RPK20220051,Joseph Uwamahoro,f,,0728954210,Software Engineering,Level 6,2022,joseph.uwamahoro@rp.ac.rw
RPK20220052,Marie Mugisha,m,,0736852748,Software Engineering,L6,2022,marie.mugisha@rp.ac.rw
RPK20230053,David Mukamana,Female,2006-09-02,0735481460,Electronics,Level 4,2023,david.mukamana@rp.ac.rw
RPK20240054,Grace Mukamana,Male,2005-02-12,0735632039,Information Technology,L5,2024,grace.mukamana@rp.ac.rw
RPK20230055,Beatrice Mutabazi,,2001-04-19,0725120019,Software Engineering,L4,2023,beatrice.mutabazi@rp.ac.rw
RPK20220056,emmanuel niyonzima,M,2006-12-10,0786310436,Electronics,Level 4,2022,emmanuel.niyonzima@rp.ac.rw
RPK20240057,Grace Mugisha,,1998-12-10,0724063186,Electronics,L6,2024,grace.mugisha@rp.ac.rw
RPK20250058,David Mutabazi,Female,2005-07-06,0796638480,Information Technology,L4,2025,david.mutabazi@rp.ac.rw
RPK20250059,Alice Nshimiyimana,Male,1998-04-21,0791851333,Mechanical Engineering,Level 5,2025,alice.nshimiyimana@rp.ac.rw
RPK20240060,Benjamin Uwase,,2003-03-18,0798917132,Information Technology,L6,2024,benjamin.uwase@rp.ac.rw
RPK20230061,Samuel Niyonzima,Female,,0735258654,Information Technology,Level 4,2023,samuel.niyonzima@rp.ac.rw
RPK20230062,Marie Tuyisenge,Female,1999-12-04,,Electronics,L5,2023,marie.tuyisenge@rp.ac.rw
RPK20240063,Claude Mukamana,,2005-03-21,0788898726,SOFTWARE ENGINEERING,Level 5,2024,claude.mukamana@rp.ac.rw
RPK20250064,  Joseph Uwamahoro  ,,2000-02-08,0787287145,Civil Engineering,Level 4,2025,..joseph.uwamahoro..@rp.ac.rw
RPK20240065,  Sarah Uwase  ,Male,1998-07-10,0799696506,Mechanical Engineering,L5,2024,..sarah.uwase..@rp.ac.rw
RPK20240066,Claude Mukamana,,2006-01-19,0737630898,Mechanical Engineering,Level 6,2024,claude.mukamana@rp.ac.rw
RPK20230067,jean uwase,F,2000-10-22,0783553171,Information Technology,Level 6,2023,jean.uwase@rp.ac.rw
RPK20230068,Kevine Uwase,,2003-02-16,0782155849,Computer Science,L4,2023,kevine.uwase@rp.ac.rw
RPK20220069,  Claude Nshimiyimana  ,,,0732244085,Civil Engineering,Level 5,2022,..claude.nshimiyimana..@rp.ac.rw
RPK20250070,Samuel Mukamana,f,2002-12-10,0738659807,Software Engineering,L5,2025,samuel.mukamana@rp.ac.rw
RPK20220071,Kevine Mutabazi,,2004-09-08,0725035294,Software Engineering,L4,2022,kevine.mutabazi@rp.ac.rw
RPK20250072,Alice Habimana,,2003-09-26,0788968878,Electronics,L5,2025,alice.habimana@rp.ac.rw
RPK20230073,Emmanuel Iradukunda,,2004-11-09,0732214674,SOFTWARE ENGINEERING,L6,2023,emmanuel.iradukunda@rp.ac.rw
RPK20250074,  Marie Mutabazi  ,f,2000-01-28,0783457075,CIVIL ENGINEERING,Level 5,2025,..marie.mutabazi..@rp.ac.rw
RPK20250075,Kevine Uwamahoro,,2003-04-25,0737034779,Civil Engineering,L6,2025,kevine.uwamahoro@rp.ac.rw
RPK20230076,Jean Mugisha,,2006-08-08,0787374928,Mechanical Engineering,Level 5,2023,jean.mugisha@rp.ac.rw
RPK20230077,Sarah Kamanzi,Male,2001-11-02,0788505827,Information Technology,L5,2023,sarah.kamanzi@rp.ac.rw
RPK20230078,Emmanuel Mukamana,Female,2003-05-06,0723028028,Software Engineering,L4,2023,emmanuel.mukamana@rp.ac.rw
RPK20220079,  Joseph Mugisha  ,,2002-08-11,0795718741,Software Engineering,Level 6,2022,..joseph.mugisha..@rp.ac.rw
RPK20230080,Claude Uwamahoro,Female,2000-04-23,0732627026,Software Engineering,L6,2023,claude.uwamahoro@rp.ac.rw
RPK20250081,Grace Mukamana,M,1999-08-16,0732808927,ELECTRONICS,Level 5,2025,grace.mukamana@rp.ac.rw
RPK20230082,Kevine Iradukunda,Female,2001-12-26,0729688598,Mechanical Engineering,Level 6,2023,kevine.iradukunda@rp.ac.rw
RPK20230083,David Niyonzima,m,2000-04-06,0735681569,Information Technology,Level 4,2023,david.niyonzima@rp.ac.rw
RPK20250084,Kevine Uwamahoro,,1999-12-05,0785007579,Information Technology,L6,2025,kevine.uwamahoro@rp.ac.rw
RPK20220085,emmanuel ntawukuriryayo,Female,2000-08-04,0782364970,Information Technology,Level 5,2022,emmanuel.ntawukuriryayo@rp.ac.rw
RPK20240086,  Alice Mutabazi  ,Female,2000-11-27,0787883203,Civil Engineering,Level 4,2024,..alice.mutabazi..@rp.ac.rw
RPK20240087,Grace Tuyisenge,M,2002-09-28,0728755720,Electronics,L5,2024,grace.tuyisenge@rp.ac.rw
RPK20250088,Emmanuel Niyonzima,f,2002-07-03,0796422701,Software Engineering,Level 4,2025,emmanuel.niyonzima@rp.ac.rw
RPK20250089,  sarah mugisha  ,,2002-05-15,0795735611,Information Technology,Level 5,2025,..sarah.mugisha..@rp.ac.rw
RPK20230090,Patrick Tuyisenge,,2001-12-17,0782720174,Information Technology,L6,2023,patrick.tuyisenge@rp.ac.rw
RPK20240091,Francine Kamanzi,f,2002-07-04,0735431747,Software Engineering,Level 4,2024,francine.kamanzi@rp.ac.rw
RPK20250092,Marie Uwamahoro,,2006-02-07,0738123819,Software Engineering,L6,2025,marie.uwamahoro@rp.ac.rw
RPK20220093,Jean Niyonzima,,1999-10-19,0731792903,Information Technology,L4,2022,jean.niyonzima@rp.ac.rw
RPK20240094,Alice Uwamahoro,Female,1999-12-04,0784849894,Information Technology,L6,2024,alice.uwamahoro@rp.ac.rw
RPK20240095,Samuel Iradukunda,f,2003-06-21,0794732453,Software Engineering,Level 5,2024,samuel.iradukunda@rp.ac.rw
RPK20230096,Samuel Tuyisenge,Female,1998-05-15,0728411519,Civil Engineering,Level 6,2023,samuel.tuyisenge@rp.ac.rw
RPK20220097,Eric Tuyisenge,F,2005-01-07,0734671259,Computer Science,L4,2022,eric.tuyisenge@rp.ac.rw
RPK20220098,  Jean Niyibizi  ,f,2004-10-11,0738665053,Computer Science,Level 4,2022,..jean.niyibizi..@rp.ac.rw
RPK20250099,Sarah Nshimiyimana,,2005-06-10,0738327306,Software Engineering,L4,2025,sarah.nshimiyimana@rp.ac.rw
RPK20220100,Aline Mugisha,f,2000-01-25,0732782359,Software Engineering,Level 4,2022,aline.mugisha@rp.ac.rw
RPK20240101,Sarah Niyonzima,Male,2005-02-02,0796608998,Software Engineering,L4,2024,sarah.niyonzima@rp.ac.rw
RPK20240102,Aline Mugisha,Female,1998-12-05,0781042317,Electronics,Level 4,2024,aline.mugisha@rp.ac.rw
RPK20230103,Kevine Habimana,f,2004-03-06,0739171339,Computer Science,Level 4,2023,kevine.habimana@rp.ac.rw
RPK20220104,Patrick Tuyisenge,,2006-07-23,0793720531,CIVIL ENGINEERING,L6,2022,patrick.tuyisenge@rp.ac.rw
RPK20220105,David Ntawukuriryayo,F,1999-05-25,,Civil Engineering,L4,2022,david.ntawukuriryayo@rp.ac.rw
RPK20230106,Patrick Niyonzima,M,1999-10-07,0736124333,Computer Science,L6,2023,patrick.niyonzima@rp.ac.rw
RPK20240107,Diane Kamanzi,f,1999-02-02,0724221268,Information Technology,L6,2024,diane.kamanzi@rp.ac.rw
RPK20230108,Claude Iradukunda,,2005-02-12,,Information Technology,L5,2023,claude.iradukunda@rp.ac.rw
RPK20250109,Jean Mukamana,Female,2004-10-20,0728345059,Mechanical Engineering,Level 4,2025,jean.mukamana@rp.ac.rw
RPK20230110,Grace Gasana,F,2006-07-27,0799139576,Mechanical Engineering,L5,2023,grace.gasana@rp.ac.rw
RPK20250111,Kevine Uwase,m,2002-09-05,0728106887,Software Engineering,Level 6,2025,kevine.uwase@rp.ac.rw
RPK20240112,Sarah Kamanzi,M,2003-02-05,0733644403,Computer Science,Level 6,2024,sarah.kamanzi@rp.ac.rw
RPK20230113,Grace Kamanzi,M,2003-10-10,0797285333,Mechanical Engineering,Level 6,2023,grace.kamanzi@rp.ac.rw
RPK20230114,Claude Niyonzima,,1999-08-24,0727840569,Computer Science,L4,2023,claude.niyonzima@rp.ac.rw
RPK20240115,David Tuyisenge,m,2003-08-22,0728348795,Mechanical Engineering,L4,2024,david.tuyisenge@rp.ac.rw
RPK20230116,Sarah Mukamana,M,2005-04-27,0721285025,Civil Engineering,Level 5,2023,sarah.mukamana@rp.ac.rw
RPK20220117,Jean Habimana,f,1999-05-17,0729288738,Software Engineering,L4,2022,jean.habimana@rp.ac.rw
RPK20240118,Marie Niyonzima,Female,2002-05-20,0791470656,Mechanical Engineering,L4,2024,marie.niyonzima@rp.ac.rw
RPK20240119,Grace Ntawukuriryayo,F,2006-08-07,0795307988,CIVIL ENGINEERING,Level 4,2024,grace.ntawukuriryayo@rp.ac.rw
RPK20250120,Alice Kamanzi,m,2006-10-28,0795884207,Civil Engineering,Level 6,2025,alice.kamanzi@rp.ac.rw
RPK20230121,Aline Tuyisenge,,2004-04-05,0734353143,Software Engineering,L5,2023,aline.tuyisenge@rp.ac.rw
RPK20250122,Kevine Tuyisenge,Male,2001-04-09,0792555106,Information Technology,L5,2025,kevine.tuyisenge@rp.ac.rw
RPK20220123,kevine nshimiyimana,Female,1998-04-16,0723234347,Software Engineering,Level 4,2022,kevine.nshimiyimana@rp.ac.rw
RPK20240124,David Mugisha,f,2003-07-27,0735460699,Computer Science,Level 6,2024,david.mugisha@rp.ac.rw
RPK20240125,David Uwase,F,2004-07-18,0734121532,Software Engineering,L4,2024,david.uwase@rp.ac.rw
RPK20250126,Patrick Ntawukuriryayo,Male,2004-10-28,0786809923,Electronics,L6,2025,patrick.ntawukuriryayo@rp.ac.rw
RPK20250127,Eric Tuyisenge,Female,2005-10-02,0735409890,Computer Science,Level 4,2025,eric.tuyisenge@rp.ac.rw
RPK20240128,Eric Kamanzi,,2006-07-12,0729926399,Electronics,L5,2024,eric.kamanzi@rp.ac.rw
RPK20220129,  Eric Iradukunda  ,Female,1999-08-04,0798470305,Mechanical Engineering,Level 5,2022,..eric.iradukunda..@rp.ac.rw
RPK20230130,Grace Kamanzi,Male,2006-04-28,0736301540,Mechanical Engineering,L4,2023,grace.kamanzi@rp.ac.rw
RPK20240131,Sarah Uwamahoro,,2001-01-16,0789817088,Mechanical Engineering,Level 4,2024,sarah.uwamahoro@rp.ac.rw
RPK20250132,Eric Niyibizi,m,2005-10-06,0737489131,Mechanical Engineering,L4,2025,eric.niyibizi@rp.ac.rw
RPK20240133,  Claude Iradukunda  ,,2003-03-04,0794107258,Software Engineering,Level 6,2024,..claude.iradukunda..@rp.ac.rw
RPK20230134,Aline Uwase,,2001-04-22,0788721494,Civil Engineering,L5,2023,aline.uwase@rp.ac.rw
RPK20250135,Emmanuel Gasana,Female,1998-12-16,0797211511,Information Technology,L6,2025,emmanuel.gasana@rp.ac.rw
RPK20230136,Samuel Niyibizi,,2002-06-05,,Civil Engineering,Level 5,2023,samuel.niyibizi@rp.ac.rw
RPK20230137,Francine Mukamana,Male,2004-11-16,0725352035,Computer Science,L4,2023,francine.mukamana@rp.ac.rw
RPK20230138,  Claude Gasana  ,m,2004-08-14,0788399213,Information Technology,L5,2023,..claude.gasana..@rp.ac.rw
RPK20230139,Diane Uwamahoro,f,1999-07-19,0793187325,Electronics,L6,2023,diane.uwamahoro@rp.ac.rw
RPK20250140,  Samuel Kamanzi  ,f,2001-08-06,0728333165,Computer Science,L6,2025,..samuel.kamanzi..@rp.ac.rw
RPK20240141,Kevine Ntawukuriryayo,F,1998-04-15,0739866809,Electronics,L5,2024,kevine.ntawukuriryayo@rp.ac.rw
RPK20230142,JOSEPH IRADUKUNDA,M,2005-08-09,0796689822,Civil Engineering,L4,2023,joseph.iradukunda@rp.ac.rw
RPK20220143,Eric Habimana,Male,1998-03-15,0782467409,Information Technology,Level 6,2022,eric.habimana@rp.ac.rw
RPK20250144,Benjamin Nshimiyimana,,2003-07-25,0737065541,Electronics,L6,2025,benjamin.nshimiyimana@rp.ac.rw
RPK20240145,Claude Uwase,M,2000-12-18,0791440020,Computer Science,Level 4,2024,claude.uwase@rp.ac.rw
RPK20230146,DIANE MUKAMANA,,2001-02-06,0728738604,Mechanical Engineering,Level 6,2023,diane.mukamana@rp.ac.rw
RPK20250147,samuel gasana,Male,2004-05-09,0728922809,Civil Engineering,Level 5,2025,samuel.gasana@rp.ac.rw
RPK20230148,  Patrick Mutabazi  ,f,2004-07-21,0733001236,Mechanical Engineering,Level 6,2023,..patrick.mutabazi..@rp.ac.rw
RPK20250149,Alice Iradukunda,,2003-11-01,0737399059,Software Engineering,Level 4,2025,alice.iradukunda@rp.ac.rw
RPK20250150,David Mugisha,,2001-04-22,0739893815,Information Technology,L5,2025,david.mugisha@rp.ac.rw
RPK20250151,Claude Niyonzima,,2000-06-26,0732896789,Electronics,Level 4,2025,claude.niyonzima@rp.ac.rw
RPK20240152,Aline Tuyisenge,M,2003-04-25,0782792494,Computer Science,Level 4,2024,aline.tuyisenge@rp.ac.rw
RPK20240153,Grace Mutabazi,,2001-07-21,0724568166,Civil Engineering,L5,2024,grace.mutabazi@rp.ac.rw
RPK20240154,Patrick Niyonzima,F,2006-11-10,0782524131,Information Technology,Level 4,2024,patrick.niyonzima@rp.ac.rw
RPK20250155,Benjamin Habimana,,2006-12-18,0781827802,Information Technology,L6,2025,benjamin.habimana@rp.ac.rw
RPK20240156,Aline Mugisha,M,2006-05-23,0781806501,Computer Science,Level 4,2024,aline.mugisha@rp.ac.rw
RPK20220157,Marie Uwase,,2001-07-18,0788208469,MECHANICAL ENGINEERING,L4,2022,marie.uwase@rp.ac.rw
RPK20220158,Joseph Iradukunda,f,1998-07-14,0793021701,Electronics,Level 6,2022,joseph.iradukunda@rp.ac.rw
RPK20220159,marie gasana,Female,2006-11-19,0723702717,Mechanical Engineering,Level 6,2022,marie.gasana@rp.ac.rw
RPK20220160,Diane Niyonzima,,2006-10-25,0786783540,Civil Engineering,L4,2022,diane.niyonzima@rp.ac.rw
RPK20220161,  Benjamin Mugisha  ,Female,2000-11-24,0799044315,Computer Science,Level 6,2022,..benjamin.mugisha..@rp.ac.rw
RPK20220162,  Francine Uwase  ,,2000-01-22,0727726819,Mechanical Engineering,Level 5,2022,..francine.uwase..@rp.ac.rw
RPK20230163,  JOSEPH NIYONZIMA  ,,2000-05-12,,Software Engineering,L5,2023,..joseph.niyonzima..@rp.ac.rw
RPK20220164,  Benjamin Uwase  ,F,2006-10-26,0726374243,Computer Science,Level 4,2022,..benjamin.uwase..@rp.ac.rw
RPK20250165,Sarah Ntawukuriryayo,m,1999-04-27,0783202308,Information Technology,Level 5,2025,sarah.ntawukuriryayo@rp.ac.rw
RPK20230166,aline gasana,m,2005-10-06,0792671200,Computer Science,L4,2023,aline.gasana@rp.ac.rw
RPK20220167,Joseph Mutabazi,Male,2004-06-28,0727664024,Civil Engineering,L4,2022,joseph.mutabazi@rp.ac.rw
RPK20250168,Jean Nshimiyimana,,2002-05-10,,Mechanical Engineering,Level 4,2025,jean.nshimiyimana@rp.ac.rw
RPK20240169,  Benjamin Mukamana  ,,2001-03-19,0737432502,Electronics,Level 5,2024,..benjamin.mukamana..@rp.ac.rw
RPK20220170,Samuel Kamanzi,Male,2006-10-24,0726250339,Information Technology,L4,2022,samuel.kamanzi@rp.ac.rw
RPK20240171,Samuel Gasana,Female,2004-06-01,0785917777,Civil Engineering,L4,2024,samuel.gasana@rp.ac.rw
RPK20240172,Benjamin Kamanzi,f,2004-08-28,0792720595,Mechanical Engineering,Level 5,2024,benjamin.kamanzi@rp.ac.rw
RPK20250173,David Tuyisenge,F,2002-08-11,0799324861,Electronics,Level 6,2025,david.tuyisenge@rp.ac.rw
RPK20230174,Alice Tuyisenge,F,2005-11-07,0725965887,Software Engineering,Level 6,2023,alice.tuyisenge@rp.ac.rw
RPK20230175,Beatrice Uwase,Female,2006-01-10,0782241619,Software Engineering,L5,2023,beatrice.uwase@rp.ac.rw
RPK20250176,Claude Uwase,Female,2000-11-12,0732461264,Information Technology,Level 5,2025,claude.uwase@rp.ac.rw
RPK20250177,Claude Mutabazi,,2004-02-21,0784355815,Software Engineering,L4,2025,claude.mutabazi@rp.ac.rw
RPK20240178,David Uwase,Female,1998-07-22,0728860442,Civil Engineering,Level 6,2024,david.uwase@rp.ac.rw
RPK20220179,Samuel Tuyisenge,Male,,0799437741,Electronics,Level 5,2022,samuel.tuyisenge@rp.ac.rw
RPK20240180,Emmanuel Niyonzima,,1999-08-06,0799481150,COMPUTER SCIENCE,L5,2024,emmanuel.niyonzima@rp.ac.rw
RPK20220181,Emmanuel Niyonzima,M,1998-11-26,0728196598,Software Engineering,L5,2022,emmanuel.niyonzima@rp.ac.rw
RPK20220182,Diane Ntawukuriryayo,,2002-02-24,0799811244,Information Technology,Level 6,2022,diane.ntawukuriryayo@rp.ac.rw
RPK20240183,Benjamin Habimana,Male,2006-09-01,0783332315,Computer Science,Level 5,2024,benjamin.habimana@rp.ac.rw
RPK20240184,Alice Iradukunda,F,2004-10-18,0725419064,Mechanical Engineering,Level 5,2024,alice.iradukunda@rp.ac.rw
RPK20220185,Grace Uwase,f,2001-12-25,0782073310,Civil Engineering,L5,2022,grace.uwase@rp.ac.rw
RPK20230186,SARAH NTAWUKURIRYAYO,M,2005-12-15,0788905936,Software Engineering,L5,2023,sarah.ntawukuriryayo@rp.ac.rw
RPK20250187,  Diane Habimana  ,Female,2001-09-12,,Electronics,L5,2025,..diane.habimana..@rp.ac.rw
RPK20250188,Beatrice Niyibizi,Male,2005-08-09,0733508724,Electronics,L6,2025,beatrice.niyibizi@rp.ac.rw
RPK20220189,Grace Mugisha,,1999-07-24,0736402226,Computer Science,L4,2022,grace.mugisha@rp.ac.rw
RPK20230190,  Sarah Iradukunda  ,F,,0736645609,Civil Engineering,L4,2023,..sarah.iradukunda..@rp.ac.rw
RPK20220191,FRANCINE GASANA,,2004-10-17,0795713021,Electronics,L5,2022,francine.gasana@rp.ac.rw
RPK20250192,Claude Tuyisenge,f,2002-06-27,0784405952,Mechanical Engineering,L6,2025,claude.tuyisenge@rp.ac.rw
RPK20220193,  Samuel Habimana  ,,2001-03-18,0797863354,Mechanical Engineering,Level 5,2022,..samuel.habimana..@rp.ac.rw
RPK20220194,  Eric Tuyisenge  ,,2005-12-11,0789120718,Information Technology,Level 6,2022,..eric.tuyisenge..@rp.ac.rw
RPK20250195,Samuel Mutabazi,f,2000-11-20,0787393998,Information Technology,L4,2025,samuel.mutabazi@rp.ac.rw
RPK20240196,Patrick Mukamana,f,1998-02-28,0799724154,Civil Engineering,L5,2024,patrick.mukamana@rp.ac.rw
RPK20250197,Marie Gasana,Male,2005-12-26,0783441293,Computer Science,L4,2025,marie.gasana@rp.ac.rw
RPK20240198,Grace Mukamana,m,2006-05-06,0783092199,Software Engineering,L5,2024,grace.mukamana@rp.ac.rw
RPK20220199,Benjamin Habimana,m,2004-03-05,0723802718,Software Engineering,Level 4,2022,benjamin.habimana@rp.ac.rw
RPK20240200,Diane Mutabazi,,2003-07-17,0731188404,Civil Engineering,Level 6,2024,diane.mutabazi@rp.ac.rw
RPK20220201,Benjamin Niyonzima,Male,2000-06-03,0733948182,Computer Science,L5,2022,benjamin.niyonzima@rp.ac.rw
RPK20240202,Jean Habimana,Male,2001-05-24,0735892940,Computer Science,Level 4,2024,jean.habimana@rp.ac.rw
RPK20240203,Samuel Kamanzi,F,2004-05-26,0787331248,Software Engineering,Level 5,2024,samuel.kamanzi@rp.ac.rw
RPK20250204,Alice Nshimiyimana,Male,2002-06-10,0784407333,Computer Science,L6,2025,alice.nshimiyimana@rp.ac.rw
RPK20240205,Aline Mukamana,m,2002-05-01,0782829540,Mechanical Engineering,L6,2024,aline.mukamana@rp.ac.rw
RPK20220206,Grace Niyonzima,f,2005-06-08,0722623464,Information Technology,Level 4,2022,grace.niyonzima@rp.ac.rw
RPK20240207,Diane Gasana,M,1998-03-05,0723272495,Electronics,L5,2024,diane.gasana@rp.ac.rw
RPK20230208,JEAN GASANA,Male,2001-05-17,0724793712,Software Engineering,L6,2023,jean.gasana@rp.ac.rw
RPK20240209,Aline Uwamahoro,m,2003-01-09,0734462897,Mechanical Engineering,Level 4,2024,aline.uwamahoro@rp.ac.rw
RPK20220210,Samuel Ntawukuriryayo,,2005-08-03,0734266837,Civil Engineering,Level 6,2022,samuel.ntawukuriryayo@rp.ac.rw
RPK20230211,Diane Niyonzima,m,2000-04-25,0794916555,Electronics,L5,2023,diane.niyonzima@rp.ac.rw
RPK20220212,Eric Uwase,m,1999-04-06,0798022499,Computer Science,L6,2022,eric.uwase@rp.ac.rw
RPK20250213,Benjamin Habimana,,2002-08-10,0721231101,Software Engineering,L5,2025,benjamin.habimana@rp.ac.rw
RPK20250214,Jean Ntawukuriryayo,,2002-07-05,0735372553,Information Technology,L5,2025,jean.ntawukuriryayo@rp.ac.rw
RPK20230215,Joseph Niyonzima,F,2003-05-03,0796133130,Mechanical Engineering,Level 5,2023,joseph.niyonzima@rp.ac.rw
RPK20250216,Aline Niyonzima,F,1999-12-18,0782490011,Information Technology,L4,2025,aline.niyonzima@rp.ac.rw
