Student_ID,Full_Name,Gender,DOB,Phone,Program,Level,Intake_Year,Email,Campus_ID,Campus_Name,Source_Campus_File,Upload_Date
RPM20230507,Emmanuel Tuyisenge,Male,2006-11-03,798066773.0,Software Engineering,Level 6,2023,emmanuel.tuyisenge@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240495,Grace Mutabazi,Unknown,2004-03-15,781992394.0,Electronics,Level 4,2024,grace.mutabazi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220486,Sarah Mukamana,Female,2005-10-11,728123762.0,Electronics,Level 6,2022,sarah.mukamana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250487,Marie Gasana,Male,2001-04-20,721965833.0,Computer Science,Level 4,2025,marie.gasana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240488,Alice Niyibizi,Female,2003-03-22,798621373.0,Civil Engineering,Level 6,2024,alice.niyibizi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240489,Joseph Habimana,Male,2002-10-22,721844463.0,Mechanical Engineering,Level 5,2024,joseph.habimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250490,Beatrice Mutabazi,Male,2003-05-15,799334339.0,Civil Engineering,Level 6,2025,..beatrice.mutabazi..@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220491,Claude Uwamahoro,Unknown,2001-10-15,782496080.0,Civil Engineering,Level 4,2022,claude.uwamahoro@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240492,Aline Habimana,Male,1999-10-02,735469558.0,Civil Engineering,Level 5,2024,aline.habimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220493,Francine Mutabazi,Unknown,2006-02-04,795878824.0,Information Technology,Level 6,2022,francine.mutabazi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240494,Aline Gasana,Male,2000-06-03,,Computer Science,Level 4,2024,aline.gasana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220496,Samuel Uwamahoro,Male,2000-01-01,786607261.0,Information Technology,Level 5,2022,samuel.uwamahoro@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250506,Francine Mukamana,Male,1998-04-10,728550237.0,Mechanical Engineering,Level 5,2025,francine.mukamana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220497,David Tuyisenge,Female,2003-11-17,793858814.0,Mechanical Engineering,Level 5,2022,david.tuyisenge@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240498,Marie Mutabazi,Female,2002-01-17,792327099.0,Software Engineering,Level 4,2024,marie.mutabazi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250499,Kevine Tuyisenge,Unknown,2005-02-08,735680654.0,Mechanical Engineering,Level 4,2025,..kevine.tuyisenge..@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250500,Alice Niyonzima,Female,2003-07-06,723521770.0,Civil Engineering,Level 4,2025,alice.niyonzima@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220501,Diane Mukamana,Female,2003-12-21,792625155.0,Software Engineering,Level 4,2022,diane.mukamana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240502,Sarah Nshimiyimana,Female,2003-06-19,723026038.0,Computer Science,Level 6,2024,sarah.nshimiyimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240503,Diane Uwase,Male,2001-09-02,721869582.0,Computer Science,Level 4,2024,diane.uwase@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220504,Kevine Mutabazi,Unknown,2006-12-24,727527159.0,Computer Science,Level 5,2022,kevine.mutabazi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240505,Grace Habimana,Female,1998-09-10,792645468.0,Software Engineering,Level 6,2024,grace.habimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20230531,Jean Mukamana,Male,2005-09-25,795809793.0,Electronics,Level 4,2023,jean.mukamana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250532,Sarah Habimana,Female,2004-08-07,785382885.0,Information Technology,Level 6,2025,sarah.habimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220533,Joseph Ntawukuriryayo,Male,2005-07-10,724207219.0,Electronics,Level 4,2022,..joseph.ntawukuriryayo..@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240568,Eric Habimana,Female,2000-01-01,797054148.0,Electronics,Level 4,2024,eric.habimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240559,Marie Niyonzima,Unknown,2002-02-20,721281127.0,Information Technology,Level 6,2024,marie.niyonzima@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20230560,David Uwase,Female,2006-12-01,724127505.0,Information Technology,Level 4,2023,david.uwase@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220561,Marie Ntawukuriryayo,Female,2001-12-11,782659326.0,Computer Science,Level 4,2022,marie.ntawukuriryayo@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240562,Marie Tuyisenge,Female,2000-07-07,794079010.0,Civil Engineering,Level 4,2024,marie.tuyisenge@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240563,Alice Uwase,Female,2006-09-26,736013966.0,Computer Science,Level 6,2024,alice.uwase@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240564,Eric Habimana,Female,2000-02-12,796318372.0,Electronics,Level 5,2024,eric.habimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240565,David Ntawukuriryayo,Female,1999-11-05,734536175.0,Mechanical Engineering,Level 4,2024,..david.ntawukuriryayo..@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220566,Eric Mutabazi,Female,2001-01-23,732160225.0,Electronics,Level 6,2022,eric.mutabazi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20230567,Claude Kamanzi,Male,2003-05-13,726149538.0,Information Technology,Level 6,2023,claude.kamanzi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250569,Jean Nshimiyimana,Male,2003-03-28,734737626.0,Mechanical Engineering,Level 5,2025,jean.nshimiyimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20230557,Sarah Uwase,Female,2001-11-18,737182858.0,Computer Science,Level 4,2023,sarah.uwase@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250570,Grace Mutabazi,Female,2003-10-28,793659876.0,Computer Science,Level 6,2025,..grace.mutabazi..@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240571,Patrick Ntawukuriryayo,Unknown,1999-10-26,732871042.0,Information Technology,Level 4,2024,patrick.ntawukuriryayo@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20230572,Grace Mugisha,Unknown,2002-04-28,729489128.0,Software Engineering,Level 4,2023,grace.mugisha@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220573,Marie Tuyisenge,Female,2005-06-21,,Computer Science,Level 5,2022,marie.tuyisenge@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220574,Aline Uwase,Male,2004-08-10,796703046.0,Electronics,Level 5,2022,aline.uwase@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250575,Emmanuel Niyibizi,Female,2006-09-07,727677976.0,Software Engineering,Level 5,2025,emmanuel.niyibizi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220576,Kevine Mutabazi,Male,2006-01-03,737805469.0,Electronics,Level 5,2022,kevine.mutabazi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220577,Diane Iradukunda,Male,2004-10-08,795270337.0,Mechanical Engineering,Level 6,2022,diane.iradukunda@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220578,Sarah Niyibizi,Female,1999-06-13,,Electronics,Level 5,2022,..sarah.niyibizi..@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20230558,Aline Mutabazi,Male,2005-07-03,737947939.0,Mechanical Engineering,Level 5,2023,aline.mutabazi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240556,Aline Kamanzi,Male,2003-09-16,791464724.0,Computer Science,Level 6,2024,aline.kamanzi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240534,Alice Niyibizi,Female,1998-10-06,725803215.0,Electronics,Level 5,2024,..alice.niyibizi..@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240544,Samuel Gasana,Unknown,2000-01-01,786746873.0,Civil Engineering,Level 6,2024,samuel.gasana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250535,Beatrice Habimana,Female,2000-12-04,799654188.0,Civil Engineering,Level 4,2025,beatrice.habimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240536,Alice Habimana,Male,2005-02-26,736881888.0,Software Engineering,Level 4,2024,alice.habimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250537,Samuel Uwamahoro,Female,2004-06-11,797903170.0,Electronics,Level 5,2025,samuel.uwamahoro@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240538,Kevine Uwamahoro,Male,1998-12-13,789648856.0,Electronics,Level 6,2024,kevine.uwamahoro@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240539,Samuel Ntawukuriryayo,Female,2005-07-01,732237547.0,Software Engineering,Level 6,2024,samuel.ntawukuriryayo@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20230540,Marie Kamanzi,Female,1998-04-20,789583913.0,Civil Engineering,Level 5,2023,marie.kamanzi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20230541,Aline Mukamana,Female,2003-05-20,735368368.0,Computer Science,Level 4,2023,aline.mukamana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250542,Aline Iradukunda,Female,1998-07-03,785968836.0,Mechanical Engineering,Level 4,2025,..aline.iradukunda..@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250543,Beatrice Uwase,Female,1999-05-12,783649036.0,Software Engineering,Level 5,2025,beatrice.uwase@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250545,Samuel Mutabazi,Male,1999-02-06,738786394.0,Electronics,Level 5,2025,samuel.mutabazi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250555,Eric Mugisha,Unknown,1999-01-23,798784830.0,Mechanical Engineering,Level 4,2025,eric.mugisha@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220546,Sarah Tuyisenge,Male,2001-05-11,737988438.0,Electronics,Level 6,2022,sarah.tuyisenge@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220547,Alice Ntawukuriryayo,Male,1998-04-15,734148772.0,Computer Science,Level 5,2022,alice.ntawukuriryayo@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220548,Claude Uwamahoro,Unknown,2002-04-18,,Electronics,Level 5,2022,claude.uwamahoro@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20230549,David Nshimiyimana,Female,2003-04-06,792532281.0,Mechanical Engineering,Level 5,2023,david.nshimiyimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240550,Francine Iradukunda,Female,1998-03-05,736170579.0,Civil Engineering,Level 5,2024,francine.iradukunda@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240551,Eric Habimana,Unknown,1999-11-19,724317798.0,Mechanical Engineering,Level 5,2024,..eric.habimana..@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20230552,Marie Kamanzi,Female,2004-03-25,788353652.0,Civil Engineering,Level 4,2023,marie.kamanzi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250553,Marie Nshimiyimana,Unknown,2004-08-17,739453715.0,Software Engineering,Level 6,2025,marie.nshimiyimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240554,Beatrice Tuyisenge,Female,1999-08-24,723982774.0,Mechanical Engineering,Level 5,2024,beatrice.tuyisenge@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220485,Eric Mutabazi,Female,2004-11-05,733526039.0,Computer Science,Level 6,2022,eric.mutabazi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240483,Samuel Gasana,Female,2002-12-23,792803457.0,Software Engineering,Level 5,2024,samuel.gasana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20230386,Eric Mugisha,Unknown,2006-06-08,734993114.0,Electronics,Level 4,2023,eric.mugisha@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220482,Benjamin Ntawukuriryayo,Female,2004-09-27,797211978.0,Computer Science,Level 6,2022,benjamin.ntawukuriryayo@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250413,Beatrice Mutabazi,Male,1999-01-09,737511329.0,Software Engineering,Level 6,2025,beatrice.mutabazi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220414,Patrick Iradukunda,Male,1998-03-26,726075458.0,Software Engineering,Level 5,2022,patrick.iradukunda@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240415,Samuel Niyonzima,Female,2000-01-08,728911345.0,Mechanical Engineering,Level 6,2024,samuel.niyonzima@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220416,Grace Tuyisenge,Female,2004-10-27,782342153.0,Software Engineering,Level 4,2022,grace.tuyisenge@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20230417,Jean Habimana,Male,2000-04-12,736683156.0,Software Engineering,Level 6,2023,jean.habimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20230418,Alice Habimana,Female,2000-01-01,722404453.0,Mechanical Engineering,Level 6,2023,alice.habimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220419,Joseph Uwamahoro,Female,2004-11-27,788982312.0,Information Technology,Level 6,2022,joseph.uwamahoro@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20230420,Patrick Uwase,Female,2000-01-01,729472465.0,Software Engineering,Level 5,2023,patrick.uwase@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220421,Kevine Habimana,Male,1999-10-21,735931071.0,Information Technology,Level 4,2022,kevine.habimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240422,Kevine Niyibizi,Male,2005-04-08,729546786.0,Software Engineering,Level 4,2024,kevine.niyibizi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250423,Alice Mugisha,Unknown,1999-09-13,,Electronics,Level 5,2025,alice.mugisha@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240424,Claude Mugisha,Female,2000-02-11,791731159.0,Software Engineering,Level 4,2024,claude.mugisha@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250425,Grace Tuyisenge,Male,2001-04-18,794484104.0,Civil Engineering,Level 5,2025,grace.tuyisenge@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240426,Alice Tuyisenge,Unknown,2002-02-26,728613003.0,Computer Science,Level 6,2024,alice.tuyisenge@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220427,Francine Niyibizi,Female,2003-06-14,727365195.0,Software Engineering,Level 6,2022,..francine.niyibizi..@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240428,Beatrice Tuyisenge,Female,2005-11-11,791870379.0,Electronics,Level 6,2024,beatrice.tuyisenge@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240429,Marie Iradukunda,Female,2001-10-16,739359438.0,Software Engineering,Level 4,2024,marie.iradukunda@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240430,Claude Uwamahoro,Female,2002-10-09,783579552.0,Electronics,Level 4,2024,claude.uwamahoro@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240431,Joseph Nshimiyimana,Male,2006-09-01,726331867.0,Computer Science,Level 6,2024,joseph.nshimiyimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240432,Grace Uwase,Male,2004-08-20,794862954.0,Computer Science,Level 4,2024,grace.uwase@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220433,Alice Ntawukuriryayo,Male,2000-01-25,734257238.0,Software Engineering,Level 5,2022,alice.ntawukuriryayo@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250412,Beatrice Habimana,Female,1999-02-03,728892675.0,Civil Engineering,Level 6,2025,beatrice.habimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20230411,Patrick Habimana,Male,1998-01-20,734894517.0,Software Engineering,Level 6,2023,patrick.habimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240410,Francine Niyonzima,Female,2000-03-22,798613892.0,Electronics,Level 4,2024,francine.niyonzima@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20250398,David Habimana,Unknown,1998-04-11,727179414.0,Mechanical Engineering,Level 6,2025,david.habimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20240389,Grace Mutabazi,Male,2000-01-16,797219478.0,Civil Engineering,Level 4,2024,grace.mutabazi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20220390,Alice Mutabazi,Male,2001-08-13,798081965.0,Electronics,Level 6,2022,alice.mutabazi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
